place_id,name,address,city,neighborhood,arrondissement,cuisine_type,food_type,price_range,tags,source_url,evidence_snippet,confidence_score,needs_review,reviewer_notes,approved,corrected_name,corrected_address,corrected_city,corrected_neighborhood,corrected_price_range,corrected_tags
cmogxnrbx01pqnwx0o1yfk6nb,Touhichi,"Japon, 〒603-8475 Kyōto-fu, Kyōto-shi, Kita-ku, Ōmiya Kitahakonoichō, 大宮北箱ノ井町３３−６",Kita-ku,,,,restaurant,,"To try, Restaurant, mapstr, public-map",https://mapstr.com/map/philoudarblay,"Saved on Philippine Darblay's public Mapstr map: Touhichi — Japon, 〒603-8475 Kyōto-fu, Kyōto-shi, Kita-ku, Ōmiya Kitahakonoichō, 大宮北箱ノ井町３３−６",0.82,true,,,,,,,,
cmogxnrc001q0nwx05hoa4eek,LOGI 로기,"Corée du Sud, Séoul, Yongsan-gu, Hannam-dong, Hannam-daero 27ga-gil",,,,,restaurant,,"To try, Restaurant, mapstr, public-map",https://mapstr.com/map/philoudarblay,"Saved on Philippine Darblay's public Mapstr map: LOGI 로기 — Corée du Sud, Séoul, Yongsan-gu, Hannam-dong, Hannam-daero 27ga-gil",0.82,true,,,,,,,,
cmogxnrc201q5nwx08h8gc0qd,Ppau,"157 Eulji-ro, Sallim-dong, Jung-gu, Seoul, Corée du Sud",Seoul,,,,generic,,"To try, Dessert, mapstr, public-map",https://mapstr.com/map/philoudarblay,"Saved on Philippine Darblay's public Mapstr map: Ppau — 157 Eulji-ro, Sallim-dong, Jung-gu, Seoul, Corée du Sud",0.82,true,,,,,,,,
cmogxnrc301qanwx0tpicj89u,Shunsuke,"3 Chome-44-44-4 Asagayaminami, Suginami-ku, Tōkyō-to 166-0004, Japon",Suginami-ku,,,,restaurant,,"To try, Restaurant, mapstr, public-map",https://mapstr.com/map/philoudarblay,"Saved on Philippine Darblay's public Mapstr map: Shunsuke — 3 Chome-44-44-4 Asagayaminami, Suginami-ku, Tōkyō-to 166-0004, Japon",0.82,true,,,,,,,,
cmogxnrc601qknwx0ta0exyf5,ZEST SEOUL,"South Korea, Seoul, Cheongdam-dong, 지하 1층 26 KR 서울특별시 강남구 도산대로 55길",Seoul,,,,bar,,"To try, Bar, mapstr, public-map",https://mapstr.com/map/philoudarblay,"Saved on Philippine Darblay's public Mapstr map: ZEST SEOUL — South Korea, Seoul, Cheongdam-dong, 지하 1층 26 KR 서울특별시 강남구 도산대로 55길",0.82,true,,,,,,,,
cmogxnrcd01r9nwx0dt77olt4,Kith Seoul,"2ga, 322-5 Seongsu-dong 2(i)-ga, Seongdong-gu, Seoul, South Korea",Seoul,,,,generic,,"To try, Shopping, Restaurant, mapstr, public-map",https://mapstr.com/map/philoudarblay,"Saved on Philippine Darblay's public Mapstr map: Kith Seoul — 2ga, 322-5 Seongsu-dong 2(i)-ga, Seongdong-gu, Seoul, South Korea",0.82,true,,,,,,,,
cmogxnrcf01renwx09vc2b272,Tosokchon Samgyetang,"5 Jahamun-ro 5-gil, Chebu-dong, Jongno-gu, Seoul, Corée du Sud",Seoul,,,,restaurant,,"To try, ❤️, Restaurant, mapstr, public-map",https://mapstr.com/map/philoudarblay,"Saved on Philippine Darblay's public Mapstr map: Tosokchon Samgyetang — 5 Jahamun-ro 5-gil, Chebu-dong, Jongno-gu, Seoul, Corée du Sud",0.82,true,,,,,,,,
cmogxnrcg01rjnwx0l7teir8m,Nanpo Hannam,"18 Itaewon-ro 49-gil, Hannam-dong, Yongsan-gu, Seoul, Corée du Sud",Seoul,,,,restaurant,,"To try, Restaurant, mapstr, public-map",https://mapstr.com/map/philoudarblay,"Saved on Philippine Darblay's public Mapstr map: Nanpo Hannam — 18 Itaewon-ro 49-gil, Hannam-dong, Yongsan-gu, Seoul, Corée du Sud",0.82,true,,,,,,,,
cmogxnrch01ronwx0sru3oafi,Hansung Kalguksu,"62-13, Nonhyeon-dong, Gangnam-gu, Seoul, Corée du Sud",Seoul,,,,restaurant,,"To try, Restaurant, mapstr, public-map",https://mapstr.com/map/philoudarblay,"Saved on Philippine Darblay's public Mapstr map: Hansung Kalguksu — 62-13, Nonhyeon-dong, Gangnam-gu, Seoul, Corée du Sud",0.82,true,,,,,,,,
cmogxnrcj01rtnwx0m6cwy0u0,Skin spa seoul,"Namdaemun-ro, Jung District, Seoul, Corée du Sud",,,,,generic,,"To try, Beauty, mapstr, public-map",https://mapstr.com/map/philoudarblay,"Saved on Philippine Darblay's public Mapstr map: Skin spa seoul — Namdaemun-ro, Jung District, Seoul, Corée du Sud",0.82,true,,,,,,,,
cmogxnrck01rynwx0o3tc81co,Yeo YongGuk Korean Spa,"197-3, 송파구 서울특별시 Corea del Sud",서울특별시,,,,generic,,"To try, Beauty, mapstr, public-map",https://mapstr.com/map/philoudarblay,"Saved on Philippine Darblay's public Mapstr map: Yeo YongGuk Korean Spa — 197-3, 송파구 서울특별시 Corea del Sud",0.82,true,,,,,,,,
cmogxnrcl01s3nwx0btudpb3j,Spa DearOrganic,"23 Samseong-ro 119-gil, Gangnam-gu, Séoul, Corée du Sud",,,,,generic,,"To try, Beauty, mapstr, public-map",https://mapstr.com/map/philoudarblay,"Saved on Philippine Darblay's public Mapstr map: Spa DearOrganic — 23 Samseong-ro 119-gil, Gangnam-gu, Séoul, Corée du Sud",0.82,true,,,,,,,,
cmogxnrcn01s8nwx0x60fec46,Baek nyun ok,"2407 Nambusunhwan-ro, Seocho-gu, Seoul 06719, Corée du Sud",,,,,generic,,"To try, Restaurant, mapstr, public-map",https://mapstr.com/map/philoudarblay,"Saved on Philippine Darblay's public Mapstr map: Baek nyun ok — 2407 Nambusunhwan-ro, Seocho-gu, Seoul 06719, Corée du Sud",0.82,true,,,,,,,,
cmogxnrco01sdnwx01onqdfmk,Tim Ho Wan Samseong,"148-15 Samseong 1(il)-dong, Gangnam-gu, Seoul, South Korea",Seoul,,,,restaurant,,"To try, Restaurant, mapstr, public-map",https://mapstr.com/map/philoudarblay,"Saved on Philippine Darblay's public Mapstr map: Tim Ho Wan Samseong — 148-15 Samseong 1(il)-dong, Gangnam-gu, Seoul, South Korea",0.82,true,,,,,,,,
cmogxnrcq01sinwx04wb72mto,Mandoojip,"661-1 Sinsa-dong, Gangnam-gu, Seoul, South Korea",Seoul,,,,restaurant,,"To try, Restaurant, mapstr, public-map",https://mapstr.com/map/philoudarblay,"Saved on Philippine Darblay's public Mapstr map: Mandoojip — 661-1 Sinsa-dong, Gangnam-gu, Seoul, South Korea",0.82,true,,,,,,,,
cmogxnrcr01snnwx0xfb84pi3,Gebangsikdang,"17 Seolleung-ro 131-gil, Nonhyeon-dong, Gangnam-gu, Seoul, Corée du Sud",Seoul,,,,restaurant,,"To try, Restaurant, mapstr, public-map",https://mapstr.com/map/philoudarblay,"Saved on Philippine Darblay's public Mapstr map: Gebangsikdang — 17 Seolleung-ro 131-gil, Nonhyeon-dong, Gangnam-gu, Seoul, Corée du Sud",0.82,true,,,,,,,,
cmogxnrcs01ssnwx0khk1kwox,Jinmi Pyeongyang Naengmyeon,"Corée du Sud, Seoul, Gangnam-gu, 학동로 305-3",Seoul,,,,restaurant,,"To try, Restaurant, mapstr, public-map",https://mapstr.com/map/philoudarblay,"Saved on Philippine Darblay's public Mapstr map: Jinmi Pyeongyang Naengmyeon — Corée du Sud, Seoul, Gangnam-gu, 학동로 305-3",0.82,true,,,,,,,,
cmogxnrcu01sxnwx0dtmbw2n9,Minami,"31-2 Seocho-daero 58-gil, Seocho-gu, Seoul, Corée du Sud",Seoul,,,,restaurant,,"To try, Restaurant, mapstr, public-map",https://mapstr.com/map/philoudarblay,"Saved on Philippine Darblay's public Mapstr map: Minami — 31-2 Seocho-daero 58-gil, Seocho-gu, Seoul, Corée du Sud",0.82,true,,,,,,,,
cmogxnrcv01t2nwx09so15m8r,Yurimmyeon,"139-1 Seosomun-ro, Jung-gu, Seoul, Corée du Sud",Seoul,,,,restaurant,,"To try, Restaurant, mapstr, public-map",https://mapstr.com/map/philoudarblay,"Saved on Philippine Darblay's public Mapstr map: Yurimmyeon — 139-1 Seosomun-ro, Jung-gu, Seoul, Corée du Sud",0.82,true,,,,,,,,
cmogxnrcx01t7nwx05wuk5rgm,Gaeseong Mandu Koong Yeonhui branch,"23 Yeonhuimat-ro, Seodaemun-gu, Seoul, Corée du Sud",Seoul,,,,restaurant,,"To try, Restaurant, mapstr, public-map",https://mapstr.com/map/philoudarblay,"Saved on Philippine Darblay's public Mapstr map: Gaeseong Mandu Koong Yeonhui branch — 23 Yeonhuimat-ro, Seodaemun-gu, Seoul, Corée du Sud",0.82,true,,,,,,,,
cmogxnrcz01tcnwx09fux1hhm,WooYukMyeonGwan Cheonggyecheon,"75-2 Cheonggyecheon-ro, Gwancheol-dong, Jongno-gu, Seoul, Corée du Sud",Seoul,,,,restaurant,,"To try, Restaurant, mapstr, public-map",https://mapstr.com/map/philoudarblay,"Saved on Philippine Darblay's public Mapstr map: WooYukMyeonGwan Cheonggyecheon — 75-2 Cheonggyecheon-ro, Gwancheol-dong, Jongno-gu, Seoul, Corée du Sud",0.82,true,,,,,,,,
cmogxnrd001thnwx02sscc680,Tteuran,"17-35 Supyo-ro 28-gil, Jongno 1(il).2(i).3(sam).4(sa), Jongno-gu, Seoul, Corée du Sud",Seoul,,,,cafe,,"To try, Tea house, mapstr, public-map",https://mapstr.com/map/philoudarblay,"Saved on Philippine Darblay's public Mapstr map: Tteuran — 17-35 Supyo-ro 28-gil, Jongno 1(il).2(i).3(sam).4(sa), Jongno-gu, Seoul, Corée du Sud",0.82,true,,,,,,,,
cmogxnrd101tmnwx0ayhv7zb7,Dawon,"110-2 Junghak-dong, Jongno-gu, Seoul, Corée du Sud",Seoul,,,,restaurant,,"To try, Tea house, mapstr, public-map",https://mapstr.com/map/philoudarblay,"Saved on Philippine Darblay's public Mapstr map: Dawon — 110-2 Junghak-dong, Jongno-gu, Seoul, Corée du Sud",0.82,true,,,,,,,,
cmogxnrd201trnwx0n41ein6s,Suyeonsanbang,"8 Seongbuk-ro 26-gil, Seongbuk-dong, Seongbuk-gu, Seoul, Corée du Sud",Seoul,,,,cafe,,"To try, Tea house, mapstr, public-map",https://mapstr.com/map/philoudarblay,"Saved on Philippine Darblay's public Mapstr map: Suyeonsanbang — 8 Seongbuk-ro 26-gil, Seongbuk-dong, Seongbuk-gu, Seoul, Corée du Sud",0.82,true,,,,,,,,
cmogxnrd401twnwx0z0puh87b,Tea therapy,"74 Yunboseon-gil, Jongno-gu, Séoul, Corée du Sud",,,,,generic,,"To try, Tea house, mapstr, public-map",https://mapstr.com/map/philoudarblay,"Saved on Philippine Darblay's public Mapstr map: Tea therapy — 74 Yunboseon-gil, Jongno-gu, Séoul, Corée du Sud",0.82,true,,,,,,,,
cmogxnrd501u1nwx01nrhxmgp,Tea Therapy - Apgujeong Bonjeom,대한민국 서울 강남구 언주로173길,Seoul,,,,cafe,,"To try, Tea house, mapstr, public-map",https://mapstr.com/map/philoudarblay,Saved on Philippine Darblay's public Mapstr map: Tea Therapy - Apgujeong Bonjeom — 대한민국 서울 강남구 언주로173길,0.82,true,,,,,,,,
cmogxnrd601u6nwx063lzfzig,Traditional Teahouse Insadong,"South Korea, Seoul, Jongno-gu, Gwanhun-dong, 196-5",Seoul,,,,cafe,,"To try, Tea house, mapstr, public-map",https://mapstr.com/map/philoudarblay,"Saved on Philippine Darblay's public Mapstr map: Traditional Teahouse Insadong — South Korea, Seoul, Jongno-gu, Gwanhun-dong, 196-5",0.82,true,,,,,,,,
cmogxnrd801ubnwx0nrl43fmx,Gilsangsa Temple,"323, Seongbuk-dong, Seongbuk-gu, Seoul, Corée du Sud",Seoul,,,,generic,,"To try, Spot to visit, mapstr, public-map",https://mapstr.com/map/philoudarblay,"Saved on Philippine Darblay's public Mapstr map: Gilsangsa Temple — 323, Seongbuk-dong, Seongbuk-gu, Seoul, Corée du Sud",0.82,true,,,,,,,,
cmogxnrd901ugnwx0ntd3z9b6,"The foot shop ","61 Nonhyeon-ro 153-gil, Gangnam-gu, Séoul, Corée du Sud",,,,,generic,,"To try, Beauty, mapstr, public-map",https://mapstr.com/map/philoudarblay,"Saved on Philippine Darblay's public Mapstr map: The foot shop  — 61 Nonhyeon-ro 153-gil, Gangnam-gu, Séoul, Corée du Sud",0.82,true,,,,,,,,
cmogxnrdb01ulnwx0zuogjd6d,Sulwhasoo SPA Flagship Store,"18 Dosan-daero 45-gil, Sinsa-dong, Gangnam-gu, Seoul, Corée du Sud",Seoul,,,,generic,,"To try, Beauty, ❤️, mapstr, public-map",https://mapstr.com/map/philoudarblay,"Saved on Philippine Darblay's public Mapstr map: Sulwhasoo SPA Flagship Store — 18 Dosan-daero 45-gil, Sinsa-dong, Gangnam-gu, Seoul, Corée du Sud",0.82,true,,,,,,,,
cmogxnrdc01uqnwx0b1dczykw,Insadong Culture Street,"30-9 Gwanhun-dong, Jongno-gu, Seoul, Zuid-Korea",Seoul,,,,generic,,"To try, Spot to visit, mapstr, public-map",https://mapstr.com/map/philoudarblay,"Saved on Philippine Darblay's public Mapstr map: Insadong Culture Street — 30-9 Gwanhun-dong, Jongno-gu, Seoul, Zuid-Korea",0.82,true,,,,,,,,
cmogxnrde01uvnwx0jjht4xwr,Yeouido Hangang Park,"330 Yeouidong-ro, Yeoeuido-dong, Yeongdeungpo-gu, Seoul, Corée du Sud",Seoul,,,,generic,,"To try, Spot to visit, ❤️, mapstr, public-map",https://mapstr.com/map/philoudarblay,"Saved on Philippine Darblay's public Mapstr map: Yeouido Hangang Park — 330 Yeouidong-ro, Yeoeuido-dong, Yeongdeungpo-gu, Seoul, Corée du Sud",0.82,true,,,,,,,,
cmogxnrdf01v0nwx02wjm4w79,Banpo Hangang Park,"40 Sinbanpo-ro 11-gil, Seocho-gu, Seoul, Corée du Sud",Seoul,,,,generic,,"To try, Spot to visit, mapstr, public-map",https://mapstr.com/map/philoudarblay,"Saved on Philippine Darblay's public Mapstr map: Banpo Hangang Park — 40 Sinbanpo-ro 11-gil, Seocho-gu, Seoul, Corée du Sud",0.82,true,,,,,,,,
cmogxnrdg01v5nwx07i3q16e6,MMCA (National Museum of Modern and Contemporary Art) Seoul,"87-5 Sogyeok-dong, Jongno-gu, Seoul, Corée du Sud",Seoul,,,,museum,,"To try, Museum, mapstr, public-map",https://mapstr.com/map/philoudarblay,"Saved on Philippine Darblay's public Mapstr map: MMCA (National Museum of Modern and Contemporary Art) Seoul — 87-5 Sogyeok-dong, Jongno-gu, Seoul, Corée du Sud",0.82,true,,,,,,,,
cmogxnrdi01vanwx08fu1dmld,Leeum Museum of Art,"60-16 Itaewon-ro 55-gil, Yongsan-gu, Seoul, Corée du Sud",Seoul,,,,art_gallery,,"To try, Museum, ❤️, mapstr, public-map",https://mapstr.com/map/philoudarblay,"Saved on Philippine Darblay's public Mapstr map: Leeum Museum of Art — 60-16 Itaewon-ro 55-gil, Yongsan-gu, Seoul, Corée du Sud",0.82,true,,,,,,,,
cmogxnrdk01vknwx06nrwf8yh,Seodaemun Prison History Hall,"251 Tongil-ro, Cheonyeon-dong, Seodaemun-gu, Seoul, Corée du Sud",Seoul,,,,museum,,"To try, Spot to visit, Museum, mapstr, public-map",https://mapstr.com/map/philoudarblay,"Saved on Philippine Darblay's public Mapstr map: Seodaemun Prison History Hall — 251 Tongil-ro, Cheonyeon-dong, Seodaemun-gu, Seoul, Corée du Sud",0.82,true,,,,,,,,
cmogxnrdn01vunwx0vqxgqhbp,Cheonggyecheon Stream,"1 Cheonggyecheon-ro, Jongno-gu, Seoul, Corée du Sud",Seoul,,,,generic,,"To try, Spot to visit, mapstr, public-map",https://mapstr.com/map/philoudarblay,"Saved on Philippine Darblay's public Mapstr map: Cheonggyecheon Stream — 1 Cheonggyecheon-ro, Jongno-gu, Seoul, Corée du Sud",0.82,true,,,,,,,,
cmogxnrdo01vznwx0edm4utvj,bashparis,"517 Teheran-ro, Gangnam-gu, Séoul, Corée du Sud",,,,,generic,,"To try, Shopping, mapstr, public-map",https://mapstr.com/map/philoudarblay,"Saved on Philippine Darblay's public Mapstr map: bashparis — 517 Teheran-ro, Gangnam-gu, Séoul, Corée du Sud",0.82,true,,,,,,,,
cmogxnrdq01w4nwx0foun1zmx,Park Jun Beauty Lab Cheongdam Branch,,,,,,generic,,"To try, Beauty, mapstr, public-map",https://mapstr.com/map/philoudarblay,Saved on Philippine Darblay's public Mapstr map: Park Jun Beauty Lab Cheongdam Branch — address unavailable,0.82,true,,,,,,,,
cmogxnrdu01w9nwx0co2oczk5,Beekend,"395-11 Mangwon-dong, Mapo-gu, Seoul, Corée du Sud",Seoul,,,,restaurant,,"To try, Dessert, mapstr, public-map",https://mapstr.com/map/philoudarblay,"Saved on Philippine Darblay's public Mapstr map: Beekend — 395-11 Mangwon-dong, Mapo-gu, Seoul, Corée du Sud",0.82,true,,,,,,,,
cmogxnrdw01wenwx0vt76sg6o,Rafre Fruit,"685-495 Seongsu-dong 1(il)-ga, Seongdong-gu, Seoul, Corée du Sud",Seoul,,,,restaurant,,"To try, Dessert, mapstr, public-map",https://mapstr.com/map/philoudarblay,"Saved on Philippine Darblay's public Mapstr map: Rafre Fruit — 685-495 Seongsu-dong 1(il)-ga, Seongdong-gu, Seoul, Corée du Sud",0.82,true,,,,,,,,
cmogxnrdx01wjnwx0qw5u80tc,Dalim Bread,"Corée du Sud, Seoul, Seongdong-gu, Yeonmujang-gil, 38-2 1 층",Seoul,,,,restaurant,,"To try, Bakery, mapstr, public-map",https://mapstr.com/map/philoudarblay,"Saved on Philippine Darblay's public Mapstr map: Dalim Bread — Corée du Sud, Seoul, Seongdong-gu, Yeonmujang-gil, 38-2 1 층",0.82,true,,,,,,,,
cmogxnrdz01wonwx04xet1zbm,ADER ERROR SEONGSU,"82 Seongsui-ro, Seongdong-gu, Seoul, Corée du Sud",Seoul,,,,generic,,"To try, Concept-store, mapstr, public-map",https://mapstr.com/map/philoudarblay,"Saved on Philippine Darblay's public Mapstr map: ADER ERROR SEONGSU — 82 Seongsui-ro, Seongdong-gu, Seoul, Corée du Sud",0.82,true,,,,,,,,
cmogxnre001wtnwx0d6zg9vv8,undebt cafe,"11 Duteopbawi-ro 13-gil, Yongsan-gu, Seoul, Corée du Sud",Seoul,,,,cafe,,"To try, Cafe, mapstr, public-map",https://mapstr.com/map/philoudarblay,"Saved on Philippine Darblay's public Mapstr map: undebt cafe — 11 Duteopbawi-ro 13-gil, Yongsan-gu, Seoul, Corée du Sud",0.82,true,,,,,,,,
cmogxnre201wynwx00ycm25pt,Starfield Suwon,"111-11 Jeongja-dong, Jangan-gu, Suwon, Gyeonggi-do, Corée du Sud",Suwon,,,,generic,,"To try, Spot to visit, mapstr, public-map",https://mapstr.com/map/philoudarblay,"Saved on Philippine Darblay's public Mapstr map: Starfield Suwon — 111-11 Jeongja-dong, Jangan-gu, Suwon, Gyeonggi-do, Corée du Sud",0.82,true,,,,,,,,
cmogxnre301x3nwx0c39b9556,Piknic,"194 Namchang-dong, Jung-gu, Seoul, Corée du Sud",Seoul,,,,generic,,"To try, Museum, mapstr, public-map",https://mapstr.com/map/philoudarblay,"Saved on Philippine Darblay's public Mapstr map: Piknic — 194 Namchang-dong, Jung-gu, Seoul, Corée du Sud",0.82,true,,,,,,,,
cmogxnre401x8nwx02mod0sc4,Woo Lae Oak (Uraeok),"주교동 118-1, Jung-gu, Seoul, Corée du Sud",Seoul,,,,restaurant,,"To try, Restaurant, mapstr, public-map",https://mapstr.com/map/philoudarblay,"Saved on Philippine Darblay's public Mapstr map: Woo Lae Oak (Uraeok) — 주교동 118-1, Jung-gu, Seoul, Corée du Sud",0.82,true,,,,,,,,
cmogxnre601xdnwx0iz943e0i,Aga gelato,"11 Nonhyeon-ro 155-gil, 신사동 Gangnam-gu, Seoul, South Korea",Seoul,,,,generic,,"To try, Icecream, mapstr, public-map",https://mapstr.com/map/philoudarblay,"Saved on Philippine Darblay's public Mapstr map: Aga gelato — 11 Nonhyeon-ro 155-gil, 신사동 Gangnam-gu, Seoul, South Korea",0.82,true,,,,,,,,
cmogxnre701xinwx058xq818b,Anthracite Coffee Hannam,"240 Itaewon-ro, Hannam-dong, Yongsan-gu, Seoul, South Korea",Seoul,,,,cafe,,"To try, Cafe, mapstr, public-map",https://mapstr.com/map/philoudarblay,"Saved on Philippine Darblay's public Mapstr map: Anthracite Coffee Hannam — 240 Itaewon-ro, Hannam-dong, Yongsan-gu, Seoul, South Korea",0.82,true,,,,,,,,
cmogxnre901xnnwx0k5jeww0k,Wet Coffee,"Corée du Sud, Seoul, Yongsan-gu, Hannam-dong, Hannam-daero 27ga-gil, 10 B1",Seoul,,,,cafe,,"To try, Cafe, mapstr, public-map",https://mapstr.com/map/philoudarblay,"Saved on Philippine Darblay's public Mapstr map: Wet Coffee — Corée du Sud, Seoul, Yongsan-gu, Hannam-dong, Hannam-daero 27ga-gil, 10 B1",0.82,true,,,,,,,,
cmogxnrea01xsnwx0xa47k8d3,CONCURE Hannam,"23 Hannam-daero 27ga-gil, Yongsan-gu, Seoul, Corée du Sud",Seoul,,,,cafe,,"To try, Cafe, Bakery, mapstr, public-map",https://mapstr.com/map/philoudarblay,"Saved on Philippine Darblay's public Mapstr map: CONCURE Hannam — 23 Hannam-daero 27ga-gil, Yongsan-gu, Seoul, Corée du Sud",0.82,true,,,,,,,,
cmogxnrec01xxnwx08zahqt3t,tac,"729-37 Hannam-dong, Yongsan-gu, Seoul, Corée du Sud",Seoul,,,,restaurant,,"To try, Restaurant, mapstr, public-map",https://mapstr.com/map/philoudarblay,"Saved on Philippine Darblay's public Mapstr map: tac — 729-37 Hannam-dong, Yongsan-gu, Seoul, Corée du Sud",0.82,true,,,,,,,,
cmogxnred01y2nwx0rh7i118u,On 6.5,"28 Bukchon-ro 1-gil, Jongno-gu, Seoul, Südkorea",Seoul,,,,restaurant,,"To try, Restaurant, Gastro / higher end, mapstr, public-map",https://mapstr.com/map/philoudarblay,"Saved on Philippine Darblay's public Mapstr map: On 6.5 — 28 Bukchon-ro 1-gil, Jongno-gu, Seoul, Südkorea",0.82,true,,,,,,,,
cmogxnree01y7nwx0lzjzzi8x,Bar Swallow,"Corée du Sud, Seoul, Yongsan-gu, Hannam-dong, 744-34 1층",Seoul,,,,bar,,"To try, Bar, mapstr, public-map",https://mapstr.com/map/philoudarblay,"Saved on Philippine Darblay's public Mapstr map: Bar Swallow — Corée du Sud, Seoul, Yongsan-gu, Hannam-dong, 744-34 1층",0.82,true,,,,,,,,
cmogxnreg01ycnwx0mwm2gjxt,YUN,"1층, 66 Achasan-ro, Seongdong-gu, Seoul, South Korea",Seoul,,,,generic,,"To try, Cafe, mapstr, public-map",https://mapstr.com/map/philoudarblay,"Saved on Philippine Darblay's public Mapstr map: YUN — 1층, 66 Achasan-ro, Seongdong-gu, Seoul, South Korea",0.82,true,,,,,,,,
cmogxnreh01yhnwx008gehoj8,Onion Cafe,"Corée du Sud, Seoul, Jongno-gu, Cheonggyecheon-ro, 215 1층",Seoul,,,,cafe,,"To try, Bakery, Cafe, mapstr, public-map",https://mapstr.com/map/philoudarblay,"Saved on Philippine Darblay's public Mapstr map: Onion Cafe — Corée du Sud, Seoul, Jongno-gu, Cheonggyecheon-ro, 215 1층",0.82,true,,,,,,,,
cmogxnrei01ymnwx0x7lbycx9,Gwangjang Market,"88 Changgyeonggung-ro, Jongno 1(il).2(i).3(sam).4(sa), Jongno-gu, Seoul, South Korea",Séoul,,,,generic,,"To try, Market, ❤️, mapstr, public-map",https://mapstr.com/map/philoudarblay,"Saved on Philippine Darblay's public Mapstr map: Gwangjang Market — 88 Changgyeonggung-ro, Jongno 1(il).2(i).3(sam).4(sa), Jongno-gu, Seoul, South Korea",0.82,true,,,,,,,,
cmogxnrek01yrnwx0e19lvyo1,Better than yours,"Corée du Sud, Seoul, Seongdong-gu, Seongsu-dong 2(i)-ga, Yeonmujang 7-gil, 5 1층",Seoul,,,,cafe,,"To try, Bakery, Cafe, mapstr, public-map",https://mapstr.com/map/philoudarblay,"Saved on Philippine Darblay's public Mapstr map: Better than yours — Corée du Sud, Seoul, Seongdong-gu, Seongsu-dong 2(i)-ga, Yeonmujang 7-gil, 5 1층",0.82,true,,,,,,,,
cmogxnrel01ywnwx0n2gs570w,Myosa,"Corée du Sud, Seoul, Seongdong-gu, Seongsu-dong 1(il)-ga, Seoulsup 2(i)-gil, 2 2층",Seoul,,,,cafe,,"To try, Bakery, Cafe, mapstr, public-map",https://mapstr.com/map/philoudarblay,"Saved on Philippine Darblay's public Mapstr map: Myosa — Corée du Sud, Seoul, Seongdong-gu, Seongsu-dong 1(il)-ga, Seoulsup 2(i)-gil, 2 2층",0.82,true,,,,,,,,
cmogxnren01z1nwx002gkbcms,Samdacozy,"34 Dongmak-ro 9-gil, Mapo-gu, Seoul, Corée du Sud",Seoul,,,,cafe,,"To try, Cafe, ❤️, mapstr, public-map",https://mapstr.com/map/philoudarblay,"Saved on Philippine Darblay's public Mapstr map: Samdacozy — 34 Dongmak-ro 9-gil, Mapo-gu, Seoul, Corée du Sud",0.82,true,,,,,,,,
cmogxnreo01z6nwx0nskqfubq,AHN house,,,,,,lodging,,"To try, Restaurant, mapstr, public-map",https://mapstr.com/map/philoudarblay,Saved on Philippine Darblay's public Mapstr map: AHN house — address unavailable,0.82,true,,,,,,,,
cmogxnreq01zbnwx0aoh5iifw,Born and Bred,"2 층, 761-4 마장동 성동구 서울특별시 Corée du Sud",서울특별시,,,,restaurant,,"To try, Cafe, Bakery, mapstr, public-map",https://mapstr.com/map/philoudarblay,"Saved on Philippine Darblay's public Mapstr map: Born and Bred — 2 층, 761-4 마장동 성동구 서울특별시 Corée du Sud",0.82,true,,,,,,,,
cmogxnres01zgnwx04q7swtqf,이치 서울 ㅣ ichi seoul,"South Korea, Seoul, Gangnam-gu, Sinsa-dong, Gangnam-daero 158-gil, 21 2층",Seoul,,,,cafe,,"To try, Cafe, Bakery, mapstr, public-map",https://mapstr.com/map/philoudarblay,"Saved on Philippine Darblay's public Mapstr map: 이치 서울 ㅣ ichi seoul — South Korea, Seoul, Gangnam-gu, Sinsa-dong, Gangnam-daero 158-gil, 21 2층",0.82,true,,,,,,,,
cmogxnret01zlnwx04wcociij,마테르 (MATER),"Corée du Sud, Seoul, Gangnam-gu, Eonju-ro 154-gil, 16 KR 서울특별시 강남구 지하 1층",Seoul,,,,restaurant,,"To try, Restaurant, Gastro / higher end, mapstr, public-map",https://mapstr.com/map/philoudarblay,"Saved on Philippine Darblay's public Mapstr map: 마테르 (MATER) — Corée du Sud, Seoul, Gangnam-gu, Eonju-ro 154-gil, 16 KR 서울특별시 강남구 지하 1층",0.82,true,,,,,,,,
cmogxnreu01zqnwx01z5sy8wn,Miel,"Corée du Sud, Seoul, 역삼동 776-17번지 강남구 서울특별시 KR",Seoul,,,,cafe,,"To try, Cafe, Bakery, mapstr, public-map",https://mapstr.com/map/philoudarblay,"Saved on Philippine Darblay's public Mapstr map: Miel — Corée du Sud, Seoul, 역삼동 776-17번지 강남구 서울특별시 KR",0.82,true,,,,,,,,
cmogxnrew01zvnwx045p0b2ln,relief farming plants,"394-23 Mangwon 1(il)-dong, Mapo-gu, Seoul, Corée du Sud",Seoul,,,,cafe,,"To try, Cafe, Bakery, mapstr, public-map",https://mapstr.com/map/philoudarblay,"Saved on Philippine Darblay's public Mapstr map: relief farming plants — 394-23 Mangwon 1(il)-dong, Mapo-gu, Seoul, Corée du Sud",0.82,true,,,,,,,,
